TicketID,DateKey,CustomerID,Category,Priority,SLATargetHrs,CreatedDate,ResolvedDate,ResolutionTimeHrs,FCRFlag,PostResolutionCSAT,SLAMetFlag
TKT-16399,20260305,CUST-02135,Technical/Pump,Medium,24,2026-03-05,2026-03-05,7.5,1,4,1
TKT-16400,20230829,CUST-02670,Warranty,Medium,24,2023-08-29,2023-08-29,10.9,1,4,1
TKT-16401,20230810,CUST-04047,Technical/Pump,Medium,24,2023-08-10,2023-08-10,5.9,1,3,1
TKT-16402,20260130,CUST-04167,Technical/Pump,Medium,24,2026-01-30,2026-01-31,30.4,0,5,0
TKT-16403,20250727,CUST-01759,Billing/Payment,Low,72,2025-07-27,2025-07-27,11.2,1,4,1
TKT-16404,20250914,CUST-00050,Warranty,Medium,24,2025-09-14,2025-09-15,25.1,1,4,0
TKT-16405,20230920,CUST-01858,Billing/Payment,High,4,2023-09-20,2023-09-20,2.0,0,3,1
TKT-16406,20250719,CUST-04237,Complaint,Low,72,2025-07-19,2025-07-19,17.3,1,4,1
TKT-16407,20260214,CUST-04210,Technical/Pump,Medium,24,2026-02-14,2026-02-14,5.8,0,5,1
TKT-16408,20230610,CUST-02193,Installation,High,4,2023-06-10,2023-06-12,49.9,1,3,0
TKT-16409,20230901,CUST-03658,Technical/Pump,Medium,24,2023-09-01,2023-09-01,11.9,1,4,1
TKT-16410,20240420,CUST-02116,Technical/Pump,High,4,2024-04-20,,39.5,0,,0
TKT-16411,20240422,CUST-02063,Technical/Pump,Medium,24,2024-04-22,2024-04-22,9.1,0,2,1
TKT-16412,20250716,CUST-01591,Warranty,Medium,24,2025-07-16,2025-07-16,23.6,1,2,1
TKT-16413,20250413,CUST-03742,Technical/Pump,Low,72,2025-04-13,2025-04-13,13.6,1,5,1
TKT-16414,20251101,CUST-04588,Warranty,Low,72,2025-11-01,2025-11-01,2.1,1,3,1
TKT-16415,20250619,CUST-04806,Billing/Payment,Medium,24,2025-06-19,2025-06-20,31.7,0,4,0
TKT-16416,20250830,CUST-01480,Warranty,Medium,24,2025-08-30,2025-08-30,6.4,1,2,1
TKT-16417,20250707,CUST-03810,Warranty,High,4,2025-07-07,,22.9,0,,0
TKT-16418,20260126,CUST-00515,Technical/Pump,Medium,24,2026-01-26,2026-01-26,5.2,1,3,1
TKT-16419,20250920,CUST-01364,Technical/Pump,Medium,24,2025-09-20,2025-09-21,43.2,0,5,0
TKT-16420,20251122,CUST-02112,Warranty,Low,72,2025-11-22,2025-11-23,25.7,1,2,1
TKT-16421,20260214,CUST-04341,Billing/Payment,Medium,24,2026-02-14,2026-02-14,0.5,1,3,1
TKT-16422,20240930,CUST-02343,Technical/Pump,Low,72,2024-09-30,2024-10-01,38.9,0,5,1
TKT-16423,20241209,CUST-00045,Technical/Pump,Low,72,2024-12-09,2024-12-09,3.9,0,3,1
TKT-16424,20250929,CUST-00136,Installation,Medium,24,2025-09-29,2025-09-29,6.0,0,5,1
TKT-16425,20250802,CUST-02685,Technical/Pump,Low,72,2025-08-02,2025-08-02,7.6,1,3,1
TKT-16426,20251128,CUST-02159,Technical/Pump,Medium,24,2025-11-28,2025-12-01,79.5,1,4,0
TKT-16427,20240601,CUST-03672,Technical/Pump,Medium,24,2024-06-01,2024-06-01,6.1,0,2,1
TKT-16428,20260201,CUST-04077,General Inquiry,Low,72,2026-02-01,2026-02-01,9.4,1,3,1
TKT-16429,20260305,CUST-01519,General Inquiry,Low,72,2026-03-05,2026-03-05,4.7,0,3,1
TKT-16430,20241231,CUST-00611,Billing/Payment,Medium,24,2024-12-31,2024-12-31,6.5,0,4,1
TKT-16431,20230626,CUST-00336,Warranty,Medium,24,2023-06-26,2023-06-26,4.6,1,4,1
TKT-16432,20240821,CUST-03525,Billing/Payment,Low,72,2024-08-21,2024-08-21,8.6,0,4,1
TKT-16433,20250224,CUST-02733,Billing/Payment,Medium,24,2025-02-24,2025-02-24,5.9,0,4,1
TKT-16434,20240120,CUST-00933,General Inquiry,Medium,24,2024-01-20,2024-01-20,20.2,1,4,1
TKT-16435,20250814,CUST-03602,Billing/Payment,Low,72,2025-08-14,2025-08-17,75.5,1,5,0
TKT-16436,20230601,CUST-03010,Billing/Payment,Low,72,2023-06-01,2023-06-01,13.5,1,3,1
TKT-16437,20250921,CUST-01218,Billing/Payment,Medium,24,2025-09-21,2025-09-21,22.1,1,3,1
TKT-16438,20251110,CUST-00829,Billing/Payment,Medium,24,2025-11-10,2025-11-10,3.5,0,3,1
TKT-16439,20240815,CUST-03269,Technical/Pump,Medium,24,2024-08-15,2024-08-15,9.4,0,4,1
TKT-16440,20250423,CUST-03211,Technical/Pump,Medium,24,2025-04-23,2025-04-24,36.6,1,5,0
TKT-16441,20250204,CUST-04993,Technical/Pump,Low,72,2025-02-04,2025-02-04,17.4,1,5,1
TKT-16442,20251116,CUST-01663,Warranty,Medium,24,2025-11-16,2025-11-16,3.6,1,2,1
TKT-16443,20250326,CUST-01948,Technical/Pump,Medium,24,2025-03-26,2025-03-27,34.9,1,4,0
TKT-16444,20231211,CUST-01630,Installation,Low,72,2023-12-11,2023-12-12,33.6,1,3,1
TKT-16445,20250523,CUST-03221,Technical/Pump,Medium,24,2025-05-23,2025-05-26,87.2,1,4,0
TKT-16446,20240406,CUST-00376,Billing/Payment,Medium,24,2024-04-06,2024-04-06,9.0,1,4,1
TKT-16447,20260222,CUST-00035,Technical/Pump,Medium,24,2026-02-22,2026-02-22,13.3,0,5,1
TKT-16448,20240904,CUST-00952,Installation,Low,72,2024-09-04,2024-09-04,19.2,0,4,1
TKT-16449,20240809,CUST-01511,Warranty,Medium,24,2024-08-09,2024-08-09,20.6,1,3,1
TKT-16450,20240911,CUST-03660,General Inquiry,Medium,24,2024-09-11,2024-09-11,16.1,0,5,1
TKT-16451,20260103,CUST-01347,Technical/Pump,Low,72,2026-01-03,2026-01-03,15.8,1,3,1
TKT-16452,20240723,CUST-01756,Billing/Payment,Low,72,2024-07-23,2024-07-23,3.9,1,4,1
TKT-16453,20250619,CUST-04423,Installation,Medium,24,2025-06-19,2025-06-19,10.2,0,4,1
TKT-16454,20250129,CUST-04544,Technical/Pump,High,4,2025-01-29,2025-01-29,3.7,1,3,1
TKT-16455,20250924,CUST-01497,Technical/Pump,High,4,2025-09-24,2025-09-24,4.1,1,3,0
TKT-16456,20230528,CUST-00420,Complaint,High,4,2023-05-28,2023-05-28,5.0,1,5,0
TKT-16457,20250925,CUST-04987,Billing/Payment,High,4,2025-09-25,2025-09-25,7.7,1,4,0
TKT-16458,20251106,CUST-04980,Technical/Pump,High,4,2025-11-06,2025-11-06,17.8,1,4,0
TKT-16459,20251118,CUST-00296,Technical/Pump,High,4,2025-11-18,2025-11-18,7.4,0,3,0
TKT-16460,20250329,CUST-03633,General Inquiry,Low,72,2025-03-29,2025-03-30,25.1,1,4,1
TKT-16461,20240727,CUST-04630,General Inquiry,Low,72,2024-07-27,2024-07-28,26.7,0,4,1
TKT-16462,20240427,CUST-00200,Technical/Pump,Medium,24,2024-04-27,2024-04-27,1.0,1,5,1
TKT-16463,20240316,CUST-02342,Warranty,Low,72,2024-03-16,2024-03-16,6.8,1,3,1
TKT-16464,20250327,CUST-03687,Billing/Payment,High,4,2025-03-27,2025-03-27,6.6,0,3,0
TKT-16465,20250924,CUST-04331,Billing/Payment,High,4,2025-09-24,2025-09-24,15.9,0,3,0
TKT-16466,20240314,CUST-04689,Installation,Low,72,2024-03-14,2024-03-14,7.9,1,4,1
TKT-16467,20260306,CUST-01341,Warranty,Low,72,2026-03-06,2026-03-06,2.4,0,4,1
TKT-16468,20251020,CUST-03482,Complaint,Low,72,2025-10-20,2025-10-21,25.0,1,4,1
TKT-16469,20241205,CUST-04001,Technical/Pump,Low,72,2024-12-05,2024-12-05,18.1,0,1,1
TKT-16470,20240728,CUST-01904,Installation,Low,72,2024-07-28,2024-07-31,88.7,1,3,0
TKT-16471,20240516,CUST-00603,Billing/Payment,Low,72,2024-05-16,2024-05-16,6.0,0,2,1
TKT-16472,20250702,CUST-03950,Billing/Payment,Medium,24,2025-07-02,2025-07-02,9.6,0,3,1
TKT-16473,20240205,CUST-02742,Technical/Pump,Medium,24,2024-02-05,2024-02-05,11.2,1,4,1
TKT-16474,20250116,CUST-01298,General Inquiry,Low,72,2025-01-16,2025-01-16,10.3,0,3,1
TKT-16475,20240406,CUST-03192,Billing/Payment,Medium,24,2024-04-06,2024-04-06,1.8,1,4,1
TKT-16476,20230324,CUST-01899,Warranty,Medium,24,2023-03-24,2023-03-24,7.0,1,5,1
TKT-16477,20240827,CUST-02110,Technical/Pump,Low,72,2024-08-27,2024-08-27,23.7,1,2,1
TKT-16478,20250619,CUST-02962,Billing/Payment,Low,72,2025-06-19,2025-06-19,6.4,0,3,1
TKT-16479,20260409,CUST-00933,Technical/Pump,Low,72,2026-04-09,2026-04-09,1.5,1,5,1
TKT-16480,20251014,CUST-01876,Installation,Low,72,2025-10-14,2025-10-14,3.7,1,3,1
TKT-16481,20231125,CUST-00165,Warranty,Low,72,2023-11-25,2023-11-25,13.6,1,3,1
TKT-16482,20240414,CUST-03396,General Inquiry,Medium,24,2024-04-14,2024-04-15,34.1,1,4,0
TKT-16483,20260314,CUST-01866,Technical/Pump,Medium,24,2026-03-14,2026-03-14,9.1,1,3,1
TKT-16484,20241204,CUST-02912,Technical/Pump,Low,72,2024-12-04,2024-12-04,10.2,1,2,1
TKT-16485,20251224,CUST-03251,Installation,High,4,2025-12-24,2025-12-24,9.5,1,5,0
TKT-16486,20250718,CUST-00901,Installation,Medium,24,2025-07-18,2025-07-18,1.8,1,4,1
TKT-16487,20251119,CUST-03845,Warranty,Low,72,2025-11-19,2025-11-20,44.6,1,4,1
TKT-16488,20231202,CUST-00028,Technical/Pump,Medium,24,2023-12-02,2023-12-02,10.0,1,3,1
TKT-16489,20250621,CUST-02520,Warranty,Medium,24,2025-06-21,2025-06-21,4.7,1,4,1
TKT-16490,20250307,CUST-03509,Billing/Payment,Low,72,2025-03-07,2025-03-07,12.8,1,4,1
TKT-16491,20240623,CUST-01667,Installation,Low,72,2024-06-23,2024-06-23,3.7,1,3,1
TKT-16492,20240506,CUST-03474,Installation,Medium,24,2024-05-06,2024-05-07,37.5,0,3,0
TKT-16493,20240602,CUST-02816,Installation,Medium,24,2024-06-02,,13.9,0,,0
TKT-16494,20260112,CUST-04669,Billing/Payment,High,4,2026-01-12,2026-01-12,4.5,1,4,0
TKT-16495,20240816,CUST-01939,Complaint,Medium,24,2024-08-16,2024-08-16,22.2,0,3,1
TKT-16496,20240403,CUST-03415,Billing/Payment,Low,72,2024-04-03,2024-04-03,11.7,1,5,1
TKT-16497,20241130,CUST-04611,Technical/Pump,High,4,2024-11-30,2024-11-30,3.2,0,2,1
TKT-16498,20240914,CUST-00453,Billing/Payment,Medium,24,2024-09-14,2024-09-14,0.5,0,3,1
TKT-16499,20250104,CUST-00964,Billing/Payment,Low,72,2025-01-04,2025-01-06,55.2,0,3,1
TKT-16500,20240220,CUST-00755,General Inquiry,High,4,2024-02-20,2024-02-20,8.7,1,4,0
TKT-16501,20250122,CUST-03177,Billing/Payment,Medium,24,2025-01-22,2025-01-22,10.1,1,5,1
TKT-16502,20230525,CUST-00503,Installation,Medium,24,2023-05-25,2023-05-26,35.6,1,5,0
TKT-16503,20250731,CUST-01145,Technical/Pump,Medium,24,2025-07-31,2025-07-31,14.3,0,3,1
TKT-16504,20240802,CUST-01395,Technical/Pump,Low,72,2024-08-02,2024-08-02,1.1,0,2,1
TKT-16505,20250601,CUST-03227,Technical/Pump,Medium,24,2025-06-01,2025-06-04,95.6,1,4,0
TKT-16506,20231120,CUST-03590,Complaint,High,4,2023-11-20,2023-11-20,17.2,1,4,0
TKT-16507,20250725,CUST-03393,Billing/Payment,High,4,2025-07-25,2025-07-25,4.7,1,4,0
TKT-16508,20251205,CUST-02367,Installation,Low,72,2025-12-05,2025-12-05,4.7,1,4,1
TKT-16509,20250805,CUST-04576,Warranty,Medium,24,2025-08-05,2025-08-05,4.4,1,4,1
TKT-16510,20250831,CUST-02944,Technical/Pump,Medium,24,2025-08-31,2025-08-31,2.6,1,4,1
TKT-16511,20241126,CUST-04301,Complaint,Low,72,2024-11-26,2024-11-27,41.7,1,3,1
TKT-16512,20230824,CUST-01865,Warranty,Low,72,2023-08-24,2023-08-24,6.2,1,3,1
TKT-16513,20240321,CUST-03763,Technical/Pump,Low,72,2024-03-21,2024-03-21,14.5,0,4,1
TKT-16514,20260101,CUST-02429,Complaint,High,4,2026-01-01,2026-01-01,11.0,0,3,0
TKT-16515,20230413,CUST-01933,Installation,High,4,2023-04-13,2023-04-13,9.2,0,2,0
TKT-16516,20250214,CUST-03059,Warranty,Low,72,2025-02-14,2025-02-14,19.2,0,4,1
TKT-16517,20250824,CUST-04084,Billing/Payment,Low,72,2025-08-24,2025-08-24,18.0,1,4,1
TKT-16518,20240915,CUST-00326,Technical/Pump,Medium,24,2024-09-15,2024-09-15,12.3,0,2,1
TKT-16519,20250623,CUST-02218,Installation,Low,72,2025-06-23,2025-06-23,2.9,1,3,1
TKT-16520,20251028,CUST-02707,Billing/Payment,Low,72,2025-10-28,2025-10-28,14.3,0,4,1
TKT-16521,20251116,CUST-00870,Technical/Pump,Low,72,2025-11-16,2025-11-16,22.1,1,4,1
TKT-16522,20250207,CUST-00808,Billing/Payment,Medium,24,2025-02-07,2025-02-08,27.2,1,3,0
TKT-16523,20240305,CUST-01089,Technical/Pump,Low,72,2024-03-05,2024-03-05,7.1,0,3,1
TKT-16524,20251224,CUST-00671,Installation,High,4,2025-12-24,2025-12-25,30.9,0,3,0
TKT-16525,20260110,CUST-02464,Technical/Pump,Low,72,2026-01-10,2026-01-10,11.9,0,3,1
TKT-16526,20240830,CUST-02087,Installation,High,4,2024-08-30,2024-08-31,31.9,0,5,0
TKT-16527,20250812,CUST-04036,Warranty,Medium,24,2025-08-12,2025-08-13,25.9,0,3,0
TKT-16528,20250318,CUST-00541,Billing/Payment,Low,72,2025-03-18,2025-03-18,2.8,1,3,1
TKT-16529,20250127,CUST-00687,Technical/Pump,Medium,24,2025-01-27,2025-01-27,13.0,0,4,1
TKT-16530,20250730,CUST-01773,Warranty,High,4,2025-07-30,2025-07-30,8.1,0,3,0
TKT-16531,20241028,CUST-04818,Technical/Pump,Low,72,2024-10-28,2024-10-28,2.8,1,2,1
TKT-16532,20250407,CUST-04336,Technical/Pump,High,4,2025-04-07,2025-04-07,8.4,1,3,0
TKT-16533,20251122,CUST-02227,Installation,Low,72,2025-11-22,2025-11-23,40.8,1,2,1
TKT-16534,20231105,CUST-01977,Warranty,Low,72,2023-11-05,2023-11-05,0.5,0,3,1
TKT-16535,20240525,CUST-03894,Technical/Pump,Low,72,2024-05-25,2024-05-25,16.7,0,3,1
TKT-16536,20250901,CUST-00108,Technical/Pump,Medium,24,2025-09-01,2025-09-01,22.2,0,3,1
TKT-16537,20251104,CUST-00726,Complaint,Medium,24,2025-11-04,2025-11-04,18.5,0,4,1
TKT-16538,20250402,CUST-01521,Technical/Pump,Low,72,2025-04-02,2025-04-03,43.1,1,3,1
TKT-16539,20241101,CUST-01425,Warranty,Low,72,2024-11-01,2024-11-02,25.1,0,4,1
TKT-16540,20240213,CUST-02514,Billing/Payment,Medium,24,2024-02-13,2024-02-14,30.6,1,2,0
TKT-16541,20250407,CUST-04203,Complaint,Medium,24,2025-04-07,2025-04-08,29.5,1,4,0
TKT-16542,20240814,CUST-04259,General Inquiry,Low,72,2024-08-14,2024-08-14,7.9,1,3,1
TKT-16543,20250608,CUST-02975,General Inquiry,Medium,24,2025-06-08,2025-06-08,8.8,0,4,1
TKT-16544,20230905,CUST-02577,Technical/Pump,Medium,24,2023-09-05,2023-09-05,13.8,0,3,1
TKT-16545,20241028,CUST-00754,Technical/Pump,Medium,24,2024-10-28,2024-10-28,23.7,1,4,1
TKT-16546,20240506,CUST-03345,Warranty,Medium,24,2024-05-06,2024-05-06,20.6,0,3,1
TKT-16547,20251209,CUST-02960,General Inquiry,Medium,24,2025-12-09,2025-12-11,50.2,1,3,0
TKT-16548,20250204,CUST-01418,Billing/Payment,Medium,24,2025-02-04,2025-02-04,1.6,1,4,1
TKT-16549,20251228,CUST-02242,Technical/Pump,Medium,24,2025-12-28,2025-12-30,58.4,0,5,0
TKT-16550,20260317,CUST-04227,Installation,Low,72,2026-03-17,2026-03-17,13.8,1,4,1
TKT-16551,20240101,CUST-03519,Warranty,Medium,24,2024-01-01,2024-01-01,5.0,0,3,1
TKT-16552,20260106,CUST-02088,Complaint,Low,72,2026-01-06,2026-01-06,23.8,1,4,1
TKT-16553,20240421,CUST-02054,Billing/Payment,High,4,2024-04-21,2024-04-21,1.4,0,4,1
TKT-16554,20230305,CUST-04172,Technical/Pump,Medium,24,2023-03-05,2023-03-05,13.6,0,3,1
TKT-16555,20240405,CUST-04407,Billing/Payment,Medium,24,2024-04-05,2024-04-05,20.5,1,3,1
TKT-16556,20260103,CUST-02803,Installation,Medium,24,2026-01-03,2026-01-04,31.7,0,3,0
TKT-16557,20260309,CUST-02818,Warranty,Medium,24,2026-03-09,2026-03-09,17.5,1,4,1
TKT-16558,20250106,CUST-01991,Billing/Payment,Medium,24,2025-01-06,2025-01-06,17.2,1,3,1
TKT-16559,20240122,CUST-01010,General Inquiry,Medium,24,2024-01-22,2024-01-22,3.9,1,4,1
TKT-16560,20250825,CUST-03162,Technical/Pump,Low,72,2025-08-25,2025-08-26,27.5,1,4,1
TKT-16561,20250617,CUST-04677,Billing/Payment,High,4,2025-06-17,2025-06-17,5.7,0,4,0
TKT-16562,20240910,CUST-01515,Billing/Payment,Low,72,2024-09-10,2024-09-10,10.0,0,3,1
TKT-16563,20241011,CUST-00659,Complaint,Low,72,2024-10-11,2024-10-11,9.9,1,4,1
TKT-16564,20250113,CUST-04283,Technical/Pump,Low,72,2025-01-13,2025-01-13,21.3,0,4,1
TKT-16565,20240311,CUST-04308,Technical/Pump,Low,72,2024-03-11,2024-03-11,8.9,0,4,1
TKT-16566,20250916,CUST-00751,Installation,Medium,24,2025-09-16,2025-09-18,54.7,1,4,0
TKT-16567,20250928,CUST-00011,Installation,Low,72,2025-09-28,2025-09-28,7.0,1,2,1
TKT-16568,20250111,CUST-03977,Technical/Pump,Medium,24,2025-01-11,2025-01-12,44.2,1,3,0
TKT-16569,20260202,CUST-02046,Technical/Pump,High,4,2026-02-02,2026-02-02,19.4,1,4,0
TKT-16570,20260128,CUST-01603,Technical/Pump,High,4,2026-01-28,2026-01-28,21.1,0,5,0
TKT-16571,20240318,CUST-00146,Complaint,Medium,24,2024-03-18,2024-03-19,30.4,0,3,0
TKT-16572,20230809,CUST-01714,Complaint,Medium,24,2023-08-09,2023-08-09,16.3,1,4,1
TKT-16573,20240412,CUST-04042,Technical/Pump,Medium,24,2024-04-12,2024-04-12,2.0,1,3,1
TKT-16574,20250630,CUST-02291,Billing/Payment,High,4,2025-06-30,2025-06-30,12.9,1,4,0
TKT-16575,20250902,CUST-00690,Warranty,Low,72,2025-09-02,2025-09-02,5.0,1,3,1
TKT-16576,20241012,CUST-01989,Complaint,Low,72,2024-10-12,2024-10-12,9.1,1,4,1
TKT-16577,20240716,CUST-04697,Technical/Pump,Medium,24,2024-07-16,2024-07-16,7.1,1,4,1
TKT-16578,20230614,CUST-04421,Billing/Payment,Low,72,2023-06-14,2023-06-14,0.6,0,4,1
TKT-16579,20250420,CUST-02672,Installation,Medium,24,2025-04-20,2025-04-20,9.3,1,4,1
TKT-16580,20250719,CUST-01543,Technical/Pump,Medium,24,2025-07-19,2025-07-20,45.4,1,4,0
TKT-16581,20230510,CUST-03345,Technical/Pump,Medium,24,2023-05-10,2023-05-10,16.1,0,4,1
TKT-16582,20240609,CUST-02390,Warranty,Medium,24,2024-06-09,2024-06-12,89.9,1,4,0
TKT-16583,20240312,CUST-03254,Installation,Medium,24,2024-03-12,2024-03-12,5.1,1,5,1
TKT-16584,20241116,CUST-02378,Technical/Pump,Medium,24,2024-11-16,2024-11-17,33.7,0,3,0
TKT-16585,20230915,CUST-02704,Installation,High,4,2023-09-15,2023-09-15,3.7,0,5,1
TKT-16586,20250825,CUST-00842,Billing/Payment,Low,72,2025-08-25,2025-08-26,43.5,0,5,1
TKT-16587,20250223,CUST-02823,Warranty,Medium,24,2025-02-23,2025-02-23,6.2,1,4,1
TKT-16588,20240105,CUST-00475,Installation,Low,72,2024-01-05,2024-01-05,1.1,1,4,1
TKT-16589,20241215,CUST-03847,Warranty,High,4,2024-12-15,2024-12-16,24.0,1,3,0
TKT-16590,20241012,CUST-04368,Billing/Payment,Low,72,2024-10-12,2024-10-12,18.8,0,2,1
TKT-16591,20240906,CUST-02513,Installation,High,4,2024-09-06,2024-09-06,10.8,1,3,0
TKT-16592,20251015,CUST-03711,Billing/Payment,Low,72,2025-10-15,2025-10-15,15.8,1,4,1
TKT-16593,20250609,CUST-00527,Billing/Payment,Medium,24,2025-06-09,2025-06-09,4.6,0,3,1
TKT-16594,20250406,CUST-04880,General Inquiry,Low,72,2025-04-06,2025-04-06,16.5,1,4,1
TKT-16595,20250717,CUST-00063,Warranty,Medium,24,2025-07-17,2025-07-17,2.3,1,4,1
TKT-16596,20230807,CUST-02557,Technical/Pump,Medium,24,2023-08-07,2023-08-08,33.0,1,4,0
TKT-16597,20251108,CUST-03365,Technical/Pump,Low,72,2025-11-08,2025-11-09,28.6,0,4,1
TKT-16598,20250704,CUST-03021,Technical/Pump,Low,72,2025-07-04,2025-07-04,5.0,1,3,1
TKT-16599,20250521,CUST-01201,General Inquiry,Medium,24,2025-05-21,2025-05-21,4.3,1,3,1
TKT-16600,20260125,CUST-04190,Technical/Pump,High,4,2026-01-25,2026-01-25,19.9,1,3,0
TKT-16601,20251220,CUST-02250,Billing/Payment,Low,72,2025-12-20,2025-12-20,5.4,1,4,1
TKT-16602,20250619,CUST-04382,Installation,High,4,2025-06-19,2025-06-19,6.6,1,4,0
TKT-16603,20250725,CUST-01815,Billing/Payment,Medium,24,2025-07-25,2025-07-25,4.7,0,3,1
TKT-16604,20260101,CUST-03432,Installation,Medium,24,2026-01-01,2026-01-01,21.5,1,4,1
TKT-16605,20250818,CUST-01810,Installation,Low,72,2025-08-18,2025-08-19,32.0,0,5,1
TKT-16606,20241009,CUST-01029,Installation,Low,72,2024-10-09,2024-10-09,5.9,0,2,1
TKT-16607,20250817,CUST-03166,Billing/Payment,High,4,2025-08-17,2025-08-17,4.2,1,4,0
TKT-16608,20250410,CUST-03948,Installation,Medium,24,2025-04-10,2025-04-11,29.4,0,3,0
TKT-16609,20231231,CUST-03663,Technical/Pump,Medium,24,2023-12-31,2024-01-01,31.7,1,3,0
TKT-16610,20250625,CUST-02495,Technical/Pump,Low,72,2025-06-25,2025-06-25,4.9,1,3,1
TKT-16611,20250712,CUST-00279,Technical/Pump,High,4,2025-07-12,2025-07-12,2.7,1,3,1
TKT-16612,20250510,CUST-03841,General Inquiry,Medium,24,2025-05-10,,57.0,0,,0
TKT-16613,20231018,CUST-01051,Billing/Payment,Low,72,2023-10-18,2023-10-19,39.5,1,3,1
TKT-16614,20260317,CUST-02738,Warranty,Medium,24,2026-03-17,2026-03-17,0.5,1,3,1
TKT-16615,20250719,CUST-04311,Technical/Pump,Medium,24,2025-07-19,2025-07-19,5.6,1,4,1
TKT-16616,20251205,CUST-03855,General Inquiry,Low,72,2025-12-05,2025-12-06,36.2,0,3,1
TKT-16617,20230913,CUST-01395,Installation,Low,72,2023-09-13,2023-09-13,5.8,1,4,1
TKT-16618,20241208,CUST-02650,Technical/Pump,High,4,2024-12-08,2024-12-10,66.3,1,3,0
TKT-16619,20260227,CUST-01980,Billing/Payment,Medium,24,2026-02-27,2026-02-27,18.3,0,3,1
TKT-16620,20231228,CUST-01274,Installation,Low,72,2023-12-28,2023-12-29,39.6,1,4,1
TKT-16621,20250818,CUST-01849,Technical/Pump,Medium,24,2025-08-18,2025-08-18,4.1,1,4,1
TKT-16622,20260214,CUST-00557,Technical/Pump,Low,72,2026-02-14,2026-02-14,5.6,0,5,1
TKT-16623,20240725,CUST-03494,General Inquiry,Medium,24,2024-07-25,2024-07-25,1.9,0,3,1
TKT-16624,20240428,CUST-02534,Technical/Pump,Low,72,2024-04-28,2024-04-28,18.6,1,3,1
TKT-16625,20260117,CUST-01232,General Inquiry,Low,72,2026-01-17,2026-01-17,3.5,1,5,1
TKT-16626,20251231,CUST-00160,Installation,Medium,24,2025-12-31,2025-12-31,0.5,0,3,1
TKT-16627,20240129,CUST-02144,Billing/Payment,Low,72,2024-01-29,2024-01-29,7.9,1,4,1
TKT-16628,20241008,CUST-03299,Billing/Payment,High,4,2024-10-08,2024-10-08,11.2,0,4,0
TKT-16629,20251228,CUST-00391,Installation,Low,72,2025-12-28,2025-12-28,3.0,0,3,1
TKT-16630,20231117,CUST-03354,Complaint,Low,72,2023-11-17,2023-11-17,3.5,0,4,1
TKT-16631,20240207,CUST-01277,Billing/Payment,Medium,24,2024-02-07,2024-02-07,9.9,1,4,1
TKT-16632,20250216,CUST-02382,Billing/Payment,Low,72,2025-02-16,2025-02-16,10.8,0,3,1
TKT-16633,20250903,CUST-02772,General Inquiry,Medium,24,2025-09-03,2025-09-03,9.0,0,4,1
TKT-16634,20240504,CUST-02659,Complaint,Low,72,2024-05-04,2024-05-04,4.0,0,3,1
TKT-16635,20240704,CUST-04816,Billing/Payment,Medium,24,2024-07-04,2024-07-05,30.5,0,3,0
TKT-16636,20230907,CUST-04299,Technical/Pump,High,4,2023-09-07,2023-09-08,47.5,1,3,0
TKT-16637,20251109,CUST-01130,Billing/Payment,Medium,24,2025-11-09,2025-11-09,0.8,1,4,1
TKT-16638,20241002,CUST-04791,Installation,Low,72,2024-10-02,2024-10-02,13.5,1,5,1
TKT-16639,20240702,CUST-00720,Installation,Medium,24,2024-07-02,2024-07-02,2.5,1,3,1
TKT-16640,20240608,CUST-01041,Technical/Pump,Low,72,2024-06-08,2024-06-08,10.8,1,3,1
TKT-16641,20250828,CUST-02178,Installation,Medium,24,2025-08-28,2025-08-28,2.5,1,3,1
TKT-16642,20250724,CUST-03119,Billing/Payment,Medium,24,2025-07-24,2025-07-24,14.2,0,2,1
TKT-16643,20240211,CUST-00064,Billing/Payment,Medium,24,2024-02-11,2024-02-11,18.5,1,4,1
TKT-16644,20231107,CUST-03805,Installation,Medium,24,2023-11-07,2023-11-07,9.3,1,4,1
TKT-16645,20240809,CUST-04341,Billing/Payment,Low,72,2024-08-09,2024-08-09,14.4,1,3,1
TKT-16646,20241206,CUST-00509,Installation,High,4,2024-12-06,2024-12-06,6.8,0,4,0
TKT-16647,20240723,CUST-00384,Technical/Pump,Medium,24,2024-07-23,2024-07-23,7.2,1,3,1
TKT-16648,20240607,CUST-03925,Billing/Payment,Low,72,2024-06-07,2024-06-07,2.4,0,4,1
TKT-16649,20260123,CUST-01836,Warranty,Low,72,2026-01-23,2026-01-24,43.9,0,3,1
TKT-16650,20250208,CUST-00574,Installation,Medium,24,2025-02-08,2025-02-10,52.1,0,4,0
TKT-16651,20241216,CUST-03145,Warranty,Medium,24,2024-12-16,,11.0,0,,0
TKT-16652,20250218,CUST-02608,Complaint,Low,72,2025-02-18,2025-02-19,38.9,1,3,1
TKT-16653,20251201,CUST-02968,Installation,Low,72,2025-12-01,2025-12-01,6.0,1,3,1
TKT-16654,20250525,CUST-01425,General Inquiry,Medium,24,2025-05-25,2025-05-25,3.3,1,5,1
TKT-16655,20251222,CUST-00198,General Inquiry,High,4,2025-12-22,2025-12-22,0.5,0,3,1
TKT-16656,20250103,CUST-04549,Complaint,Low,72,2025-01-03,2025-01-03,7.0,1,3,1
