DeviceDayID,DateKey,DeviceID,Status,AvgUptimePct,AvgRuntimeHrs,TotalWaterPumpedLitres,AvgFlowRateM3H,TotalSolarGenKWh,AvgBatterySoCPct,AvgSignalStrengthDBm,HeartbeatMissCount,AvgDataLatencyMs
14144,20260430,DEV-04416,Online,88.6,4.8,2626,3.0,1.8,67,-66,1,228
14145,20250131,DEV-04421,Online,96.7,6.8,2092,3.1,2.4,83,-68,0,232
14146,20250228,DEV-04421,Online,97.8,6.5,2466,2.9,2.6,79,-76,3,327
14147,20250331,DEV-04421,Online,96.7,5.3,1425,2.4,2.6,53,-50,0,246
14148,20250430,DEV-04421,Online,96.7,5.2,1200,3.1,2.4,43,-95,3,237
14149,20250531,DEV-04421,Online,97.8,5.4,1250,2.2,2.0,63,-66,0,303
14150,20250630,DEV-04421,Online,96.0,9.0,1885,2.6,3.0,81,-90,1,110
14151,20250731,DEV-04421,Online,92.0,8.7,2547,2.9,1.9,55,-69,2,437
14152,20250831,DEV-04421,Online,95.7,5.3,2668,2.7,3.3,61,-70,0,272
14153,20250930,DEV-04421,Online,94.3,5.1,2373,2.4,3.7,89,-55,0,189
14154,20251031,DEV-04421,Online,95.1,4.3,1609,3.6,1.6,71,-63,2,126
14155,20251130,DEV-04421,Online,97.9,5.9,2234,2.3,1.6,66,-81,0,312
14156,20251231,DEV-04421,Online,90.9,4.9,1004,2.7,2.6,63,-65,1,435
14157,20260131,DEV-04421,Online,91.8,6.2,2034,3.3,3.0,82,-63,1,286
14158,20260228,DEV-04421,Online,96.7,6.3,1271,2.4,2.8,58,-55,0,425
14159,20260331,DEV-04421,Online,86.6,6.4,720,3.6,2.1,55,-83,0,289
14160,20260430,DEV-04421,Online,98.3,5.5,1374,2.1,1.8,73,-61,2,302
14161,20250131,DEV-04426,Online,98.2,5.9,1907,2.7,2.7,68,-82,0,80
14162,20250228,DEV-04426,Online,91.9,5.7,2819,2.8,2.9,48,-71,1,195
14163,20250331,DEV-04426,Online,99.9,5.7,1101,3.4,2.7,75,-53,2,106
14164,20250430,DEV-04426,Online,93.7,5.7,1654,2.0,2.3,57,-66,0,343
14165,20250531,DEV-04426,Online,97.8,5.4,1015,2.7,2.4,69,-80,2,185
14166,20250630,DEV-04426,Online,95.5,5.9,2576,2.7,1.8,91,-86,1,245
14167,20250731,DEV-04426,Offline,58.6,7.9,2014,2.5,2.9,67,-65,0,204
14168,20250831,DEV-04426,Online,98.7,8.3,2152,3.1,2.6,61,-65,2,120
14169,20250930,DEV-04426,Online,94.2,6.0,1341,2.6,2.7,80,-79,1,459
14170,20251031,DEV-04426,Online,88.8,4.7,2006,2.6,2.5,79,-59,1,251
14171,20251130,DEV-04426,Online,91.4,6.2,1104,2.4,1.2,43,-60,1,315
14172,20251231,DEV-04426,Online,96.0,6.5,732,3.3,3.4,87,-87,1,334
14173,20260131,DEV-04426,Online,94.7,7.9,1649,2.4,3.1,61,-50,2,241
14174,20260228,DEV-04426,Online,93.0,6.1,2536,2.5,2.5,68,-75,0,321
14175,20260331,DEV-04426,Online,88.6,4.4,1719,3.2,2.9,51,-53,0,428
14176,20260430,DEV-04426,Online,99.9,7.4,1921,3.2,1.7,52,-65,0,221
14177,20250131,DEV-04431,Online,88.2,6.8,1843,3.2,2.5,78,-73,3,239
14178,20250228,DEV-04431,Online,96.8,8.1,2492,2.4,1.9,55,-84,0,350
14179,20250331,DEV-04431,Online,94.0,5.9,1808,2.7,2.0,62,-76,0,272
14180,20250430,DEV-04431,Online,98.8,4.4,1278,3.7,2.6,72,-65,2,154
14181,20250531,DEV-04431,Online,93.8,4.5,2565,2.9,1.2,85,-87,0,397
14182,20250630,DEV-04431,Online,87.1,6.4,1826,3.5,2.3,82,-80,2,222
14183,20250731,DEV-04431,Online,99.9,8.1,2298,2.1,2.4,74,-50,3,331
14184,20250831,DEV-04431,Online,86.0,6.7,1856,2.9,2.7,95,-72,2,338
14185,20250930,DEV-04431,Online,99.4,5.1,2023,2.7,3.2,68,-68,0,270
14186,20251031,DEV-04431,Online,99.9,5.1,798,2.8,1.3,73,-73,2,147
14187,20251130,DEV-04431,Online,91.4,4.2,2316,3.4,2.8,67,-72,1,272
14188,20251231,DEV-04431,Online,90.1,3.1,1094,2.3,2.4,42,-69,2,276
14189,20260131,DEV-04431,Online,96.6,6.0,1961,2.4,2.8,67,-72,0,275
14190,20260228,DEV-04431,Online,91.1,6.7,2967,3.0,2.8,61,-78,3,325
14191,20260331,DEV-04431,Degraded,51.1,5.1,1172,3.0,2.7,67,-72,3,430
14192,20260430,DEV-04431,Online,85.0,4.9,1580,3.1,1.1,87,-74,1,80
14193,20250131,DEV-04436,Online,90.3,5.6,1954,3.4,2.9,86,-89,3,197
14194,20250228,DEV-04436,Online,94.0,4.7,2461,3.1,3.8,72,-71,0,510
14195,20250331,DEV-04436,Online,96.4,4.1,350,1.5,1.9,67,-73,0,281
14196,20250430,DEV-04436,Online,92.8,4.7,1934,3.3,2.4,69,-83,0,215
14197,20250531,DEV-04436,Online,94.9,3.7,1253,3.0,1.4,47,-64,2,372
14198,20250630,DEV-04436,Online,89.8,5.1,2098,2.8,2.8,72,-63,1,452
14199,20250731,DEV-04436,Online,92.2,7.5,1866,2.6,3.2,65,-71,1,326
14200,20250831,DEV-04436,Online,87.9,7.6,2542,2.9,2.8,66,-81,2,394
14201,20250930,DEV-04436,Degraded,59.9,3.6,961,2.5,2.9,62,-82,2,291
14202,20251031,DEV-04436,Online,92.4,4.2,875,3.7,2.2,65,-75,1,80
14203,20251130,DEV-04436,Online,88.3,8.0,1254,3.2,1.9,61,-64,0,155
14204,20251231,DEV-04436,Online,94.5,4.9,2623,3.5,3.1,58,-68,1,211
14205,20260131,DEV-04436,Online,94.8,5.8,2815,2.7,2.5,64,-88,2,279
14206,20260228,DEV-04436,Online,93.0,7.3,1784,1.9,2.7,58,-65,1,312
14207,20260331,DEV-04436,Online,99.9,7.1,906,2.9,2.5,78,-65,0,375
14208,20260430,DEV-04436,Online,99.9,2.9,869,1.7,2.2,82,-66,2,460
14209,20250131,DEV-04441,Online,98.2,6.3,2281,3.3,3.6,62,-64,1,371
14210,20250228,DEV-04441,Online,92.5,6.7,1852,2.4,2.5,67,-64,2,455
14211,20250331,DEV-04441,Online,93.9,3.7,1886,2.7,1.6,76,-68,2,259
14212,20250430,DEV-04441,Online,92.5,5.5,722,2.6,2.1,65,-70,1,468
14213,20250531,DEV-04441,Online,97.8,5.7,2048,3.4,1.4,44,-88,1,203
14214,20250630,DEV-04441,Online,91.8,4.1,2732,3.5,2.5,68,-85,2,245
14215,20250731,DEV-04441,Online,96.2,7.1,1724,1.7,3.1,66,-82,2,263
14216,20250831,DEV-04441,Online,99.4,6.5,1917,2.8,3.2,63,-71,1,279
14217,20250930,DEV-04441,Online,99.2,5.9,1287,2.3,3.5,82,-59,3,357
14218,20251031,DEV-04441,Online,89.9,7.9,516,3.0,1.9,70,-79,1,381
14219,20251130,DEV-04441,Online,93.5,8.0,1160,3.5,2.0,34,-62,2,207
14220,20251231,DEV-04441,Online,89.5,6.5,1004,1.6,2.9,90,-73,1,236
14221,20260131,DEV-04441,Online,94.6,7.2,2505,2.2,3.4,94,-62,1,294
14222,20260228,DEV-04441,Online,91.6,5.6,2607,3.0,1.2,53,-50,0,321
14223,20260331,DEV-04441,Online,95.9,4.3,1605,2.5,1.3,61,-70,2,427
14224,20260430,DEV-04441,Online,92.5,5.0,1038,2.7,1.6,51,-63,0,266
14225,20250131,DEV-04446,Online,92.9,7.0,1801,3.0,2.8,69,-64,2,213
14226,20250228,DEV-04446,Online,98.2,6.4,2268,4.0,2.7,70,-83,0,204
14227,20250331,DEV-04446,Online,99.9,4.3,1883,2.2,2.6,87,-56,0,256
14228,20250430,DEV-04446,Online,93.2,4.8,300,3.2,2.3,60,-82,1,234
14229,20250531,DEV-04446,Online,94.3,6.2,2144,2.4,1.0,54,-69,0,213
14230,20250630,DEV-04446,Online,96.6,8.2,2198,2.7,2.9,77,-93,2,316
14231,20250731,DEV-04446,Online,97.3,6.6,3132,2.6,3.0,68,-88,1,252
14232,20250831,DEV-04446,Online,91.0,5.9,1994,4.0,1.5,74,-70,2,271
14233,20250930,DEV-04446,Degraded,60.0,5.8,1279,3.8,3.2,64,-52,2,213
14234,20251031,DEV-04446,Online,90.6,4.2,1256,2.1,2.1,70,-82,1,183
14235,20251130,DEV-04446,Online,89.2,4.7,896,3.7,1.7,56,-77,1,108
14236,20251231,DEV-04446,Online,91.6,4.8,529,1.9,3.1,69,-75,3,557
14237,20260131,DEV-04446,Online,92.1,8.1,2704,2.5,3.3,60,-81,1,80
14238,20260228,DEV-04446,Online,92.7,6.2,1789,2.5,3.8,52,-70,4,121
14239,20260331,DEV-04446,Online,99.9,5.9,1337,2.3,2.1,72,-81,2,167
14240,20260430,DEV-04446,Online,92.6,4.4,1299,3.2,1.4,78,-73,0,341
14241,20250131,DEV-04451,Online,92.4,7.6,2682,3.4,2.8,60,-70,1,348
14242,20250228,DEV-04451,Online,94.7,5.6,1673,3.5,2.9,77,-90,0,458
14243,20250331,DEV-04451,Offline,63.1,4.5,1507,2.0,2.1,63,-66,0,301
14244,20250430,DEV-04451,Online,93.4,5.1,1260,2.9,1.9,54,-67,0,124
14245,20250531,DEV-04451,Online,97.7,4.8,1517,2.7,2.5,98,-50,3,260
14246,20250630,DEV-04451,Online,97.9,6.5,2255,2.1,2.7,62,-75,0,251
14247,20250731,DEV-04451,Online,87.5,6.9,1946,2.0,2.6,55,-75,2,257
14248,20250831,DEV-04451,Online,97.0,7.5,1834,2.2,3.8,67,-73,1,448
14249,20250930,DEV-04451,Online,95.9,5.9,2161,3.0,3.5,61,-76,0,291
14250,20251031,DEV-04451,Online,92.5,3.8,735,2.6,2.8,71,-77,1,294
14251,20251130,DEV-04451,Online,91.5,6.2,1088,2.8,2.0,58,-70,0,248
14252,20251231,DEV-04451,Online,90.3,6.3,2035,3.5,3.3,52,-51,1,148
14253,20260131,DEV-04451,Online,98.2,5.1,2440,2.4,2.1,61,-55,1,338
14254,20260228,DEV-04451,Online,93.0,6.5,2532,3.4,2.3,65,-86,0,327
14255,20260331,DEV-04451,Online,88.9,4.8,2155,3.3,2.3,62,-65,2,289
14256,20260430,DEV-04451,Online,90.8,5.3,1568,3.9,1.8,63,-81,0,149
14257,20250131,DEV-04456,Online,89.5,8.5,2006,3.6,3.1,84,-80,1,310
14258,20250228,DEV-04456,Online,97.5,6.5,2433,2.8,3.1,78,-85,0,208
14259,20250331,DEV-04456,Online,96.5,3.4,1319,3.0,2.0,62,-75,1,334
14260,20250430,DEV-04456,Online,95.2,4.3,1560,2.2,1.9,57,-81,0,218
14261,20250531,DEV-04456,Online,91.7,5.3,1787,2.1,2.7,64,-70,1,343
14262,20250630,DEV-04456,Online,87.0,7.6,2127,2.5,2.4,49,-68,1,412
14263,20250731,DEV-04456,Offline,54.5,6.9,1935,2.5,3.3,40,-81,1,107
14264,20250831,DEV-04456,Online,93.4,7.2,2394,2.1,2.9,65,-52,1,222
14265,20250930,DEV-04456,Online,97.4,3.5,1390,2.7,3.3,67,-79,2,227
14266,20251031,DEV-04456,Online,94.0,4.5,1106,2.3,2.4,71,-55,0,325
14267,20251130,DEV-04456,Online,91.5,6.4,1576,3.0,2.8,67,-54,0,304
14268,20251231,DEV-04456,Online,96.7,5.2,999,2.6,2.9,61,-72,3,383
14269,20260131,DEV-04456,Online,97.8,9.0,2340,3.5,3.6,55,-82,0,353
14270,20260228,DEV-04456,Online,92.3,6.8,2218,2.5,3.2,50,-71,3,146
14271,20260331,DEV-04456,Online,92.3,4.5,1623,3.7,1.8,67,-69,0,496
14272,20260430,DEV-04456,Degraded,58.4,5.9,1592,3.2,1.6,89,-85,1,429
14273,20250131,DEV-04461,Online,98.9,7.8,2481,3.3,3.0,48,-50,3,220
14274,20250228,DEV-04461,Online,96.4,6.9,2413,2.4,2.5,72,-92,0,244
14275,20250331,DEV-04461,Online,92.2,6.8,1494,2.6,2.4,92,-65,0,141
14276,20250430,DEV-04461,Online,91.4,4.4,1089,2.8,2.8,68,-88,1,371
14277,20250531,DEV-04461,Online,97.2,6.2,1165,3.8,1.7,61,-72,0,246
14278,20250630,DEV-04461,Online,95.3,7.5,932,1.5,2.5,76,-58,0,245
14279,20250731,DEV-04461,Online,99.9,6.5,1777,3.5,2.3,79,-64,0,422
14280,20250831,DEV-04461,Offline,59.3,9.2,3065,2.9,3.2,52,-71,1,286
14281,20250930,DEV-04461,Online,95.7,3.7,829,2.0,2.5,63,-79,0,240
14282,20251031,DEV-04461,Online,95.4,4.7,1200,3.5,2.4,73,-60,2,501
14283,20251130,DEV-04461,Online,98.1,5.0,762,2.6,1.6,57,-71,1,220
14284,20251231,DEV-04461,Online,93.8,5.7,1884,2.3,3.9,63,-62,1,177
14285,20260131,DEV-04461,Online,94.7,7.5,2040,2.6,2.6,73,-70,1,115
14286,20260228,DEV-04461,Online,94.5,6.4,1714,2.6,1.7,60,-60,1,257
14287,20260331,DEV-04461,Online,90.7,2.9,1696,2.8,2.1,74,-73,3,92
14288,20260430,DEV-04461,Online,88.0,5.1,300,2.6,2.6,79,-70,0,286
14289,20250131,DEV-04466,Online,94.5,9.4,2078,2.7,2.2,56,-65,1,252
14290,20250228,DEV-04466,Online,92.3,7.1,1596,3.4,3.1,54,-86,2,304
14291,20250331,DEV-04466,Online,92.9,6.7,1373,2.6,2.2,68,-73,2,236
14292,20250430,DEV-04466,Online,85.8,8.1,1014,2.6,2.3,85,-80,0,460
14293,20250531,DEV-04466,Online,99.5,4.5,1676,2.3,1.2,67,-74,2,483
14294,20250630,DEV-04466,Online,90.9,10.0,951,3.7,3.1,89,-77,3,295
14295,20250731,DEV-04466,Online,98.4,5.7,2048,2.9,3.0,61,-60,3,357
14296,20250831,DEV-04466,Online,89.9,5.8,2327,2.4,2.9,70,-70,0,444
14297,20250930,DEV-04466,Online,87.3,6.5,1589,3.5,2.6,72,-73,0,307
14298,20251031,DEV-04466,Online,98.0,5.3,698,2.2,2.0,66,-81,1,226
14299,20251130,DEV-04466,Offline,59.7,5.5,1536,2.6,2.2,55,-66,5,202
14300,20251231,DEV-04466,Online,97.6,5.8,2535,1.9,3.2,50,-64,1,344
14301,20260131,DEV-04466,Online,99.2,6.5,2807,1.7,3.2,95,-75,0,256
14302,20260228,DEV-04466,Online,94.1,7.0,2365,1.9,2.9,74,-64,0,284
14303,20260331,DEV-04466,Online,85.0,5.1,1509,3.3,1.9,89,-69,0,238
14304,20260430,DEV-04466,Offline,59.1,4.7,950,3.0,1.5,75,-76,1,190
14305,20250131,DEV-04471,Online,98.7,5.4,2868,3.0,3.3,66,-52,0,236
14306,20250228,DEV-04471,Online,99.9,6.5,2924,3.1,3.0,61,-80,2,377
14307,20250331,DEV-04471,Online,90.6,5.5,1022,1.8,1.5,56,-78,1,187
14308,20250430,DEV-04471,Online,96.6,7.1,1848,3.5,2.5,52,-61,2,246
14309,20250531,DEV-04471,Degraded,60.3,5.6,300,1.9,2.3,72,-88,0,312
14310,20250630,DEV-04471,Online,95.1,6.4,1503,1.8,3.1,98,-69,0,368
14311,20250731,DEV-04471,Online,92.1,6.4,1457,1.5,2.6,82,-70,1,358
14312,20250831,DEV-04471,Online,94.9,5.6,2036,2.5,3.1,58,-50,1,208
14313,20250930,DEV-04471,Online,93.6,7.0,785,3.3,2.7,83,-81,0,307
14314,20251031,DEV-04471,Online,92.8,6.5,1099,2.7,1.9,82,-59,1,350
14315,20251130,DEV-04471,Online,99.4,5.0,1819,2.0,2.2,83,-51,3,217
14316,20251231,DEV-04471,Online,83.2,5.6,1503,3.5,2.2,64,-81,1,341
14317,20260131,DEV-04471,Online,99.9,8.7,2109,3.0,2.3,73,-73,1,265
14318,20260228,DEV-04471,Online,84.0,4.2,1521,2.8,2.7,70,-63,2,337
14319,20260331,DEV-04471,Degraded,63.2,5.3,1208,2.3,2.4,64,-74,0,261
14320,20260430,DEV-04471,Online,94.1,7.2,2444,3.3,1.5,71,-51,2,192
14321,20250131,DEV-04476,Online,96.4,6.9,1765,3.2,2.8,73,-63,0,251
14322,20250228,DEV-04476,Online,91.2,5.2,2700,3.1,3.2,61,-69,1,299
14323,20250331,DEV-04476,Online,97.9,5.4,1620,2.2,1.3,75,-76,0,214
14324,20250430,DEV-04476,Online,99.9,7.8,1469,3.1,2.3,68,-77,2,262
14325,20250531,DEV-04476,Online,96.4,5.4,1486,3.1,3.3,86,-72,0,394
14326,20250630,DEV-04476,Online,96.2,7.2,2593,2.5,3.2,76,-66,3,407
14327,20250731,DEV-04476,Online,98.0,8.9,1989,1.9,2.5,72,-57,2,476
14328,20250831,DEV-04476,Online,93.2,8.6,2358,2.6,2.4,67,-57,0,453
14329,20250930,DEV-04476,Online,90.3,5.9,1339,3.8,2.7,67,-70,0,276
14330,20251031,DEV-04476,Online,97.9,5.3,1135,3.7,2.6,75,-70,0,209
14331,20251130,DEV-04476,Online,98.1,4.4,1542,3.0,1.7,63,-61,1,80
14332,20251231,DEV-04476,Online,93.5,4.9,1691,2.5,3.4,72,-66,1,173
14333,20260131,DEV-04476,Online,92.5,6.5,1170,2.1,2.0,86,-74,2,228
14334,20260228,DEV-04476,Online,91.7,6.1,2038,2.6,2.4,55,-77,0,342
14335,20260331,DEV-04476,Online,87.5,5.5,1712,2.2,2.0,48,-91,2,326
14336,20260430,DEV-04476,Online,93.2,4.3,466,3.1,1.8,52,-70,2,368
14337,20250131,DEV-04481,Online,96.7,8.2,2067,3.0,2.7,56,-63,0,309
14338,20250228,DEV-04481,Degraded,61.0,8.4,2435,2.4,2.3,60,-69,0,256
14339,20250331,DEV-04481,Online,97.3,3.9,1096,3.4,2.1,66,-82,3,364
14340,20250430,DEV-04481,Online,92.2,5.4,452,3.4,2.1,88,-70,1,229
14341,20250531,DEV-04481,Online,88.4,3.3,1196,3.2,2.4,81,-66,1,259
14342,20250630,DEV-04481,Online,93.2,6.5,1780,3.4,3.1,61,-65,0,224
14343,20250731,DEV-04481,Online,94.2,8.5,1041,3.1,2.8,58,-64,0,254
14344,20250831,DEV-04481,Online,90.4,6.3,2731,3.2,2.8,84,-83,0,206
14345,20250930,DEV-04481,Online,97.3,5.9,988,2.7,3.8,76,-82,1,549
14346,20251031,DEV-04481,Online,91.9,6.1,1033,2.0,2.0,80,-71,1,186
14347,20251130,DEV-04481,Online,95.2,5.3,2170,2.6,1.9,69,-81,0,354
14348,20251231,DEV-04481,Online,97.4,4.7,1106,1.9,2.9,61,-74,1,379
14349,20260131,DEV-04481,Online,91.0,7.1,2731,2.5,3.0,73,-84,0,285
14350,20260228,DEV-04481,Online,87.5,5.9,2547,2.4,2.6,49,-72,0,194
14351,20260331,DEV-04481,Online,90.2,8.8,1542,3.0,2.4,64,-76,2,477
14352,20260430,DEV-04481,Online,94.9,3.7,1991,3.1,1.2,76,-65,1,153
14353,20250131,DEV-04486,Online,95.3,5.5,2529,2.7,3.0,47,-69,1,293
14354,20250228,DEV-04486,Online,87.8,6.9,2868,3.5,2.5,71,-60,1,458
14355,20250331,DEV-04486,Online,99.9,7.2,553,3.0,1.0,75,-50,4,309
14356,20250430,DEV-04486,Online,99.4,6.9,710,2.2,1.8,68,-77,0,272
14357,20250531,DEV-04486,Online,91.5,6.5,1144,3.3,1.5,63,-59,2,317
14358,20250630,DEV-04486,Online,99.9,5.1,2159,2.1,3.1,63,-71,0,238
14359,20250731,DEV-04486,Online,93.8,6.8,1533,3.7,2.8,72,-77,1,290
14360,20250831,DEV-04486,Online,91.5,10.0,2376,2.2,2.0,93,-74,0,467
14361,20250930,DEV-04486,Online,87.5,4.4,1870,1.7,2.7,77,-58,1,220
14362,20251031,DEV-04486,Online,93.5,6.4,1671,2.4,2.6,72,-69,0,167
14363,20251130,DEV-04486,Online,93.2,5.1,1059,1.7,2.4,66,-80,2,342
14364,20251231,DEV-04486,Online,89.5,4.4,584,2.1,3.8,56,-83,0,296
14365,20260131,DEV-04486,Online,93.4,4.5,1948,3.8,2.3,54,-75,0,258
14366,20260228,DEV-04486,Online,95.6,9.1,1758,3.0,2.6,87,-56,0,261
14367,20260331,DEV-04486,Online,95.9,5.5,1158,3.1,1.9,62,-75,0,142
14368,20260430,DEV-04486,Online,92.6,4.3,2011,2.4,1.8,52,-57,1,212
14369,20250131,DEV-04491,Online,91.8,6.4,1158,3.0,3.0,64,-66,1,375
14370,20250228,DEV-04491,Online,92.1,7.3,1747,3.4,3.0,61,-73,1,283
14371,20250331,DEV-04491,Online,91.5,4.0,926,3.8,2.4,44,-84,0,314
14372,20250430,DEV-04491,Online,94.5,6.6,1103,3.5,1.6,74,-73,0,202
14373,20250531,DEV-04491,Online,96.4,4.3,2090,2.9,2.4,79,-80,0,271
14374,20250630,DEV-04491,Online,99.9,5.2,1180,2.2,2.6,78,-75,0,283
14375,20250731,DEV-04491,Online,99.0,7.7,2583,2.2,2.8,70,-63,0,90
14376,20250831,DEV-04491,Online,90.6,7.1,1539,2.9,2.5,45,-59,1,235
14377,20250930,DEV-04491,Online,92.7,4.3,713,2.0,2.4,68,-67,0,174
14378,20251031,DEV-04491,Online,95.0,4.6,1212,2.8,1.3,67,-77,0,192
14379,20251130,DEV-04491,Online,96.3,5.4,2437,2.3,1.5,61,-86,2,295
14380,20251231,DEV-04491,Online,91.2,5.6,1000,2.6,3.1,73,-70,1,460
14381,20260131,DEV-04491,Online,91.7,7.4,2463,1.8,3.2,54,-73,1,157
14382,20260228,DEV-04491,Online,88.1,6.2,2397,3.2,2.4,59,-75,2,275
14383,20260331,DEV-04491,Online,94.5,5.1,1923,3.3,2.2,69,-68,1,247
14384,20260430,DEV-04491,Online,93.3,4.0,1646,3.0,2.3,62,-75,2,267
14385,20250131,DEV-04496,Online,94.2,5.6,1603,1.5,2.2,74,-69,1,102
14386,20250228,DEV-04496,Online,95.0,4.9,2684,3.0,3.0,76,-71,0,470
14387,20250331,DEV-04496,Degraded,57.8,5.4,1767,3.4,1.9,59,-80,1,247
14388,20250430,DEV-04496,Online,84.8,5.9,1397,2.3,1.2,68,-55,2,192
14389,20250531,DEV-04496,Online,95.0,3.8,871,2.1,2.8,84,-74,3,250
14390,20250630,DEV-04496,Online,95.7,6.2,1449,2.2,2.5,84,-68,1,299
14391,20250731,DEV-04496,Online,92.8,7.1,1443,3.3,3.0,71,-67,1,154
14392,20250831,DEV-04496,Online,94.6,8.5,2379,2.5,3.0,50,-60,0,312
14393,20250930,DEV-04496,Online,86.7,4.8,1215,3.0,2.3,72,-70,4,260
14394,20251031,DEV-04496,Online,92.3,6.6,1748,3.0,1.8,61,-70,1,291
14395,20251130,DEV-04496,Online,94.6,3.2,1024,2.1,2.0,59,-67,2,325
14396,20251231,DEV-04496,Online,89.4,7.4,1639,3.1,2.7,71,-70,1,353
14397,20260131,DEV-04496,Offline,58.1,8.3,2953,3.1,3.9,74,-72,2,229
14398,20260228,DEV-04496,Online,90.1,4.8,3328,3.3,3.2,53,-79,2,290
14399,20260331,DEV-04496,Online,91.2,5.6,2304,2.8,2.8,74,-64,2,192
14400,20260430,DEV-04496,Online,92.4,5.0,1451,4.0,1.8,51,-51,2,329
14401,20250131,DEV-04501,Online,95.7,4.1,2073,1.8,3.2,84,-82,0,232
14402,20250228,DEV-04501,Online,91.8,9.2,2168,2.3,2.7,60,-61,2,285
14403,20250331,DEV-04501,Online,92.4,4.5,936,3.1,1.8,81,-57,0,346
14404,20250430,DEV-04501,Online,87.8,8.0,1588,2.5,1.7,72,-80,3,264
14405,20250531,DEV-04501,Online,92.5,5.0,848,1.7,2.8,73,-60,0,209
14406,20250630,DEV-04501,Online,96.7,5.9,1992,2.5,2.8,54,-69,2,204
14407,20250731,DEV-04501,Online,96.2,6.8,2169,3.6,1.7,80,-77,2,346
14408,20250831,DEV-04501,Online,91.1,4.2,2151,3.1,2.2,74,-55,0,369
14409,20250930,DEV-04501,Online,94.4,5.9,1483,3.0,2.9,66,-63,0,554
14410,20251031,DEV-04501,Degraded,61.1,5.5,404,1.5,2.2,90,-67,1,286
14411,20251130,DEV-04501,Degraded,58.3,2.9,1105,3.4,1.9,57,-76,0,458
14412,20251231,DEV-04501,Online,95.7,5.2,884,3.4,2.6,71,-63,1,297
14413,20260131,DEV-04501,Online,99.9,5.6,2418,3.2,2.7,85,-61,1,519
14414,20260228,DEV-04501,Online,94.8,3.5,2573,2.6,1.9,76,-76,2,415
14415,20260331,DEV-04501,Online,93.9,6.4,1508,3.1,2.1,72,-78,4,344
14416,20260430,DEV-04501,Online,99.9,5.9,1692,3.2,1.9,86,-74,2,410
14417,20250131,DEV-04506,Online,92.9,6.0,1602,2.9,2.9,47,-75,2,200
14418,20250228,DEV-04506,Online,96.1,7.6,2535,3.5,2.9,52,-64,2,268
14419,20250331,DEV-04506,Online,97.9,6.0,1487,2.1,1.6,60,-69,0,271
14420,20250430,DEV-04506,Online,99.9,5.6,1358,3.4,1.6,58,-71,0,405
14421,20250531,DEV-04506,Online,91.9,4.3,1123,3.6,1.5,65,-62,1,383
14422,20250630,DEV-04506,Online,87.5,7.1,2356,3.3,2.8,88,-73,1,190
14423,20250731,DEV-04506,Online,94.0,5.7,2619,3.2,2.8,70,-79,3,215
14424,20250831,DEV-04506,Online,87.8,9.1,2530,4.0,2.8,63,-87,1,169
14425,20250930,DEV-04506,Online,93.0,4.5,2026,2.1,3.4,64,-83,2,351
14426,20251031,DEV-04506,Online,99.9,5.8,1676,2.1,2.0,70,-92,1,471
14427,20251130,DEV-04506,Online,90.8,5.5,1432,2.3,1.9,56,-82,0,109
14428,20251231,DEV-04506,Online,90.9,6.0,1780,2.9,3.2,72,-64,0,159
14429,20260131,DEV-04506,Online,90.6,6.0,748,2.5,2.5,61,-75,1,229
14430,20260228,DEV-04506,Online,92.1,6.6,2126,3.4,3.0,70,-71,1,80
14431,20260331,DEV-04506,Online,92.4,5.6,2820,2.3,2.0,66,-68,0,346
14432,20260430,DEV-04506,Offline,59.1,4.1,1435,3.3,1.3,62,-64,3,304
14433,20250131,DEV-04511,Online,91.8,7.7,2052,2.1,2.8,78,-85,1,250
14434,20250228,DEV-04511,Online,94.6,6.1,2102,3.1,2.6,90,-64,0,333
14435,20250331,DEV-04511,Online,90.3,6.3,1979,2.1,2.5,57,-80,1,143
14436,20250430,DEV-04511,Online,96.0,4.9,788,2.0,1.4,64,-66,0,320
14437,20250531,DEV-04511,Online,94.5,8.5,1259,2.2,1.7,74,-70,0,205
14438,20250630,DEV-04511,Online,94.2,5.8,2075,3.3,2.9,64,-62,2,335
14439,20250731,DEV-04511,Online,90.2,7.1,2457,2.4,3.1,71,-74,1,254
14440,20250831,DEV-04511,Online,92.0,5.8,1323,2.8,2.1,56,-78,2,271
14441,20250930,DEV-04511,Online,97.5,5.6,930,2.7,2.2,65,-72,1,233
14442,20251031,DEV-04511,Online,91.1,4.5,1908,2.7,2.1,53,-72,2,540
14443,20251130,DEV-04511,Online,93.6,7.0,2575,2.9,2.7,59,-79,0,211
14444,20251231,DEV-04511,Online,93.3,7.5,1957,3.3,2.4,51,-72,2,424
14445,20260131,DEV-04511,Online,98.0,6.0,1740,2.3,3.4,64,-55,5,305
14446,20260228,DEV-04511,Online,99.5,7.9,2118,2.4,3.1,56,-66,1,283
14447,20260331,DEV-04511,Online,98.0,5.9,688,3.4,1.7,69,-71,1,251
14448,20260430,DEV-04511,Online,94.0,4.8,1519,2.3,1.6,65,-67,1,259
14449,20250131,DEV-04516,Online,90.7,7.1,2004,2.6,3.1,73,-77,0,256
14450,20250228,DEV-04516,Online,96.9,6.5,3311,2.9,2.6,88,-76,2,466
14451,20250331,DEV-04516,Online,94.7,4.3,1049,1.9,1.4,70,-76,1,201
